,8,419.5,47295.5,Lakewoodcity,1,0.19,0.33,0.02,0.9,0.12,0.17,0.34,0.47,0.29,0.32,0.2,1.1,0.37,0.72,0.34.1,0.6,0.29.1,0.15,0.43,0.39,0.4,0.39.1,0.32.1,0.27,0.27.1,0.36,0.41,0.08,0.19.1,0.1,0.18,0.48,0.27.2,0.68,0.23,0.41.1,0.25,0.52,0.68.1,0.4.1,0.75,0.75.1,0.35,0.55,0.59,0.61,0.56,0.74,0.76,0.04,0.14,0.03,0.24,0.27.3,0.37.1,0.39.2,0.07,0.07.1,0.08.1,0.08.2,0.89,0.06,0.14.1,0.13,0.33.1,0.39.3,0.28,0.55.1,0.09,0.51,0.5,0.21,0.71,0.52.1,0.05,0.26,0.65,0.14.2,0.06.1,0.22,0.19.2,0.18.1,0.36.1,0.35.1,0.38,0.34.2,0.38.1,0.46,0.25.1,0.04.1,0,0.12.1,0.42,0.5.1,0.51.1,0.64,0.03.1,0.13.1,0.96,0.17.1,0.06.2,0.18.2,0.44,0.13.2,0.94,0.93,0.03.2,0.07.2,0.1.1,0.07.3,0.02.1,0.57,0.29.2,0.12.2,0.26.1,0.2.1,0.06.3,0.04.2,0.9.1,0.5.2,0.32.2,0.14.3,0.2.2
283,34,23.0,10750.0,Carteretborough,2,0.01,0.56,0.11,0.76,0.25,0.27,0.36,0.46,0.3,0.51,0.03,1.0,0.47,0.56,0.11,0.48,0.6,0.25,0.69,0.45,0.34,0.36,0.22,0.01,0.31,0.26,0.37,0.01,0.21,0.45,0.53,0.13,0.41,0.47,0.53,0.15,0.62,0.24,0.3,0.48,0.29,0.3,0.6,0.64,0.59,0.66,0.63,0.19,0.32,0.01,0.32,0.02,0.4,0.37,0.42,0.46,0.37,0.3,0.3,0.31,0.52,0.33,0.35,0.35,0.61,0.62,0.56,0.66,0.2,0.43,0.5,0.01,0.9,0.66,0.47,0.66,0.33,0.16,0.23,0.4,0.37,0.32,0.34,0.5,0.55,0.49,0.42,0.58,0.67,0.0,0.0,0.39,0.69,0.78,0.72,0.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.36,0.22,3.0,3.0,3.0,3.0,0.0,3.0,0.19
284,48,419.5,47295.5,LaMarquecity,2,0.01,0.45,0.61,0.45,0.03,0.19,0.41,0.4,0.24,0.48,0.02,1.0,0.27,0.49,0.18,0.35,0.56,0.34,0.56,0.27,0.25,0.3,0.23,0.09,0.49,0.34,0.36,0.02,0.4,0.33,0.46,0.18,0.66,0.38,0.37,0.53,0.41,0.33,0.65,0.25,0.63,0.67,0.48,0.48,0.46,0.65,0.48,0.5,0.59,0.01,0.23,0.0,0.26,0.42,0.48,0.5,0.05,0.07,0.08,0.07,0.85,0.07,0.27,0.27,0.5,0.43,0.61,0.65,0.21,0.48,0.5,0.03,0.53,0.69,0.51,0.8,0.42,0.52,0.47,0.07,0.06,0.06,0.21,0.23,0.24,0.26,0.47,0.26,0.42,0.0,0.0,0.08,0.77,0.68,0.86,0.86,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.08,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.14
286,33,11.0,4500.0,Bedfordtown,2,0.0,0.69,0.0,0.98,0.07,0.01,0.47,0.34,0.23,0.26,0.0,0.17,0.86,0.75,0.31,0.81,0.27,0.0,0.42,0.8,0.71,0.69,0.57,0.12,0.64,1.0,0.87,0.0,0.04,0.16,0.15,0.7,0.2,0.7,0.35,0.48,0.1,0.77,0.16,0.29,0.12,0.14,0.62,0.97,0.98,0.96,0.94,0.74,0.74,0.0,0.01,0.0,0.0,0.1,0.14,0.12,0.0,0.03,0.03,0.03,0.79,0.01,0.2,0.24,0.72,0.71,0.38,0.97,0.01,0.09,0.5,0.01,0.87,0.96,0.0,0.64,0.77,0.0,0.0,0.49,0.52,0.54,0.52,0.77,0.91,0.81,0.48,0.57,0.33,0.0,0.0,0.12,0.46,0.69,0.72,0.58,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.09,0.03,0.02,3.0,3.0,3.0,3.0,0.0,3.0,0.01
287,48,419.5,47295.5,Greenvillecity,2,0.02,0.43,0.39,0.64,0.03,0.12,0.39,0.45,0.28,0.51,0.0,0.0,0.22,0.46,0.65,0.41,0.55,0.35,0.41,0.25,0.24,0.29,0.17,0.32,0.38,0.16,0.3,0.03,0.44,0.4,0.54,0.29,0.39,0.45,0.79,0.31,0.57,0.39,0.58,0.29,0.54,0.58,0.51,0.57,0.53,0.64,0.5,0.43,0.58,0.01,0.22,0.0,0.49,0.65,0.67,0.64,0.1,0.12,0.11,0.1,0.9,0.08,0.31,0.29,0.45,0.44,0.47,0.47,0.23,0.54,0.5,0.07,0.4,0.48,0.4,0.57,0.52,0.67,0.55,0.05,0.07,0.09,0.24,0.24,0.26,0.26,0.43,0.26,0.61,0.0,0.0,0.09,0.78,0.52,0.67,0.76,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.07,0.08,0.02,3.0,3.0,3.0,3.0,0.0,3.0,0.59
288,25,5.0,77570.0,Westporttown,2,0.01,0.52,0.0,0.99,0.03,0.01,0.46,0.45,0.34,0.46,0.01,0.39,0.42,0.53,0.79,0.58,0.58,0.31,0.49,0.42,0.36,0.34,0.0,0.0,0.0,0.0,0.16,0.0,0.1,0.53,0.54,0.29,0.48,0.53,0.46,0.32,0.44,0.42,0.35,0.38,0.25,0.3,0.54,0.84,0.81,0.98,0.9,0.73,0.81,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.77,0.15,0.24,0.25,0.57,0.61,0.31,0.84,0.07,0.34,0.5,0.05,0.32,0.79,0.3,1.0,0.48,0.02,0.37,0.36,0.37,0.39,0.35,0.41,0.45,0.4,0.3,0.38,0.67,0.0,0.0,0.16,0.86,0.94,0.96,0.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.14,0.02,0.03,3.0,3.0,3.0,3.0,0.0,3.0,0.09
289,34,9.0,41610.0,Lowertownship,2,0.02,0.35,0.02,0.97,0.04,0.02,0.29,0.33,0.2,0.76,0.0,0.0,0.25,0.36,0.14,0.48,0.79,0.29,0.84,0.26,0.26,0.25,0.24,0.12,0.27,0.4,0.39,0.02,0.22,0.35,0.61,0.13,0.5,0.31,0.12,0.39,0.38,0.25,0.38,0.24,0.34,0.37,0.36,0.66,0.67,0.69,0.55,0.43,0.57,0.01,0.19,0.0,0.06,0.16,0.13,0.14,0.01,0.02,0.01,0.01,0.92,0.04,0.2,0.19,0.38,0.33,0.52,0.78,0.09,0.51,0.5,0.23,0.0,0.81,0.02,0.79,0.56,0.14,0.0,0.18,0.17,0.17,0.42,0.42,0.44,0.47,0.84,0.58,0.92,0.0,0.0,0.05,0.4,0.64,0.66,0.59,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.08,0.06,0.09,3.0,3.0,3.0,3.0,0.0,3.0,0.1
290,51,830.0,86160.0,Williamsburgcity,2,0.0,0.79,0.3,0.72,0.18,0.02,1.0,1.0,1.0,0.36,0.02,1.0,0.23,0.5,0.26,0.66,0.47,0.27,0.6,0.34,0.23,0.25,0.22,0.11,0.11,0.05,0.47,0.01,0.51,0.24,0.26,0.7,0.28,0.18,0.05,1.0,0.14,0.66,0.21,1.0,0.21,0.22,0.19,0.35,0.36,0.71,0.21,0.44,0.63,0.01,0.53,0.0,0.76,0.66,0.62,0.58,0.26,0.2,0.17,0.14,0.89,0.03,0.13,0.08,0.18,0.2,0.24,0.17,0.07,0.69,0.0,0.02,0.48,0.2,0.05,0.62,0.65,0.27,0.26,0.25,0.28,0.39,0.38,0.37,0.41,0.37,0.6,0.39,0.28,0.0,0.0,0.14,0.32,0.07,0.0,0.15,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.02,0.11,0.06,3.0,3.0,3.0,3.0,0.0,3.0,0.09
291,42,41.0,78736.0,UpperAllentownship,2,0.01,0.62,0.01,0.97,0.09,0.01,0.82,0.68,0.69,0.36,0.02,0.89,0.53,0.67,0.19,0.8,0.42,0.03,0.56,0.54,0.43,0.42,0.24,0.03,0.23,0.31,0.22,0.0,0.03,0.15,0.16,0.53,0.16,0.59,0.15,0.67,0.23,0.59,0.21,0.5,0.19,0.2,0.4,0.88,0.89,0.93,0.79,0.5,0.67,0.0,0.03,0.0,0.38,0.41,0.5,0.42,0.09,0.08,0.09,0.07,0.92,0.03,0.09,0.1,0.41,0.47,0.21,0.78,0.01,0.34,0.5,0.0,0.95,0.73,0.0,0.4,0.75,0.0,0.1,0.23,0.21,0.2,0.31,0.38,0.41,0.38,0.23,0.34,0.17,0.0,0.0,0.09,0.67,0.47,0.4,0.46,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.08,0.03,3.0,3.0,3.0,3.0,0.0,3.0,0.03
292,42,77.0,2000.0,Allentowncity,2,0.15,0.34,0.1,0.79,0.08,0.22,0.36,0.49,0.33,0.55,0.17,1.0,0.24,0.42,0.12,0.49,0.61,0.41,0.62,0.27,0.26,0.28,0.22,0.11,0.18,0.18,0.21,0.12,0.33,0.4,0.53,0.23,0.38,0.44,0.51,0.41,0.55,0.3,0.56,0.52,0.53,0.57,0.4,0.44,0.45,0.46,0.46,0.41,0.5,0.11,0.49,0.04,0.43,0.47,0.48,0.52,0.18,0.17,0.16,0.15,0.71,0.24,0.23,0.19,0.32,0.4,0.26,0.51,0.14,0.51,0.5,0.15,0.76,0.47,0.26,0.39,0.13,0.21,0.32,0.15,0.15,0.15,0.27,0.31,0.33,0.3,0.53,0.49,0.47,0.06,0.03,0.17,0.76,0.59,0.7,0.68,0.03,0.16,0.96,0.21,0.04,0.17,0.34,0.16,0.98,0.76,0.15,0.24,0.0,0.27,0.05,0.36,0.2,0.05,0.5,0.19,0.04,0.02,0.86,0.0,0.72,0.08,0.28
294,34,23.0,65790.0,Sayrevilleborough,2,0.04,0.48,0.06,0.9,0.18,0.07,0.31,0.48,0.28,0.41,0.06,1.0,0.57,0.66,0.17,0.57,0.46,0.13,0.62,0.57,0.45,0.44,0.46,0.1,0.36,0.64,0.6,0.01,0.07,0.3,0.37,0.26,0.21,0.63,0.45,0.25,0.45,0.37,0.27,0.42,0.27,0.28,0.51,0.81,0.8,0.86,0.73,0.38,0.44,0.01,0.13,0.02,0.18,0.23,0.31,0.34,0.1,0.11,0.14,0.14,0.75,0.08,0.17,0.18,0.53,0.6,0.33,0.72,0.05,0.48,0.5,0.03,0.84,0.66,0.2,0.23,0.52,0.03,0.0,0.42,0.39,0.37,0.6,0.56,0.59,0.58,0.28,0.52,0.57,0.0,0.0,0.23,0.68,0.74,0.7,0.71,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.18,0.5,3.0,3.0,3.0,3.0,0.0,3.0,0.12
295,6,419.5,47295.5,LongBeachcity,2,0.67,0.46,0.27,0.36,0.83,0.44,0.41,0.6,0.4,0.33,0.68,1.0,0.33,0.55,0.17,0.38,0.35,0.55,0.39,0.33,0.36,0.5,0.27,0.22,0.22,0.21,0.28,0.64,0.44,0.39,0.42,0.37,0.41,0.53,0.46,0.39,0.38,0.45,0.62,0.69,0.68,0.67,0.65,0.42,0.43,0.47,0.43,0.28,0.22,0.47,0.6,0.7,0.47,0.55,0.65,0.74,0.8,0.82,0.88,0.92,0.43,0.63,0.68,0.5,0.46,0.4,0.54,0.2,0.76,0.85,0.0,0.61,0.74,0.26,0.26,0.18,0.33,0.26,0.42,0.55,0.59,0.62,0.51,0.52,0.63,0.51,0.7,0.7,0.18,0.23,0.15,0.72,0.37,0.35,0.63,0.55,0.13,0.13,0.86,0.17,0.31,0.27,0.65,0.13,0.46,0.72,0.13,0.27,0.26,0.29,0.1,0.5,0.72,0.14,0.72,0.35,0.2,0.28,0.84,0.5,0.43,0.26,0.67
296,34,27.0,47670.0,Montvilletownship,2,0.01,0.72,0.02,0.86,0.5,0.03,0.46,0.42,0.31,0.27,0.02,0.9,1.0,0.86,0.56,0.8,0.36,0.09,0.46,0.95,0.85,0.84,0.43,0.0,0.61,0.31,0.6,0.0,0.0,0.14,0.18,0.62,0.26,0.65,0.41,0.38,0.23,0.71,0.15,0.38,0.14,0.15,0.67,0.95,0.94,0.98,0.88,0.25,0.34,0.0,0.0,0.01,0.3,0.3,0.32,0.28,0.22,0.19,0.19,0.15,0.73,0.1,0.27,0.32,0.77,0.75,0.58,0.94,0.04,0.13,0.5,0.01,0.83,0.93,0.06,0.61,0.58,0.02,0.13,0.71,0.76,0.82,0.74,0.81,1.0,1.0,0.35,0.5,0.37,0.0,0.0,0.31,0.57,0.84,0.71,0.79,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.07,0.2,3.0,3.0,3.0,3.0,0.0,3.0,0.02
297,6,419.5,47295.5,Fillmorecity,2,0.0,0.9,0.0,0.63,0.05,1.0,0.54,0.56,0.37,0.35,0.0,0.0,0.36,0.56,0.37,0.33,0.49,0.6,0.43,0.33,0.19,0.2,0.0,0.17,0.26,0.26,0.28,0.01,0.34,0.88,0.77,0.12,0.41,0.5,0.3,0.19,0.67,0.17,0.33,0.44,0.35,0.35,0.97,0.72,0.66,0.78,0.79,0.5,0.51,0.0,0.18,0.02,0.33,0.39,0.43,0.44,0.59,0.6,0.6,0.56,0.14,1.0,1.0,1.0,0.94,0.79,1.0,0.47,1.0,0.57,0.0,0.0,0.88,0.54,0.06,0.24,0.6,0.25,0.46,0.51,0.49,0.47,0.46,0.53,0.66,0.56,0.8,0.71,0.15,0.0,0.0,0.74,0.54,0.53,0.76,0.78,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.38,0.02,3.0,3.0,3.0,3.0,0.0,3.0,0.29
298,53,419.5,47295.5,Vancouvercity,2,0.06,0.26,0.04,0.89,0.19,0.05,0.34,0.49,0.33,0.52,0.07,1.0,0.16,0.39,0.17,0.39,0.52,0.53,0.52,0.19,0.25,0.25,0.19,0.18,0.18,0.19,0.26,0.07,0.45,0.25,0.33,0.23,0.49,0.36,0.43,0.32,0.58,0.32,0.95,0.44,0.93,0.97,0.31,0.32,0.37,0.41,0.42,0.34,0.35,0.03,0.3,0.01,0.27,0.37,0.44,0.44,0.09,0.11,0.12,0.11,0.89,0.08,0.16,0.12,0.24,0.27,0.28,0.28,0.16,0.71,0.0,0.05,0.85,0.29,0.16,0.19,0.46,0.29,0.24,0.11,0.1,0.11,0.26,0.26,0.25,0.25,0.54,0.25,0.22,0.11,0.05,0.14,0.28,0.35,0.54,0.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.27,0.24,3.0,3.0,3.0,3.0,0.0,3.0,0.36
299,39,419.5,47295.5,Delawarecity,2,0.02,0.52,0.09,0.91,0.05,0.01,0.69,0.65,0.57,0.32,0.0,0.0,0.29,0.63,0.22,0.48,0.42,0.28,0.43,0.31,0.24,0.23,0.25,0.34,0.11,0.29,0.31,0.02,0.25,0.22,0.34,0.32,0.23,0.53,0.55,0.53,0.55,0.36,0.54,0.51,0.53,0.56,0.44,0.63,0.66,0.69,0.58,0.67,0.68,0.01,0.17,0.0,0.67,0.64,0.52,0.46,0.09,0.08,0.06,0.05,0.96,0.01,0.14,0.14,0.41,0.49,0.35,0.48,0.07,0.51,0.5,0.03,0.73,0.45,0.07,0.32,0.54,0.43,0.14,0.13,0.12,0.13,0.24,0.26,0.27,0.29,0.35,0.27,0.31,0.0,0.0,0.05,0.75,0.39,0.51,0.66,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.03,0.16,0.02,3.0,3.0,3.0,3.0,0.0,3.0,0.11
300,1,419.5,47295.5,FortPaynecity,2,0.0,0.35,0.09,0.91,0.02,0.01,0.4,0.43,0.27,0.52,0.0,0.0,0.15,0.4,0.41,0.23,0.61,0.35,0.35,0.18,0.2,0.19,0.16,0.15,0.23,0.11,0.13,0.01,0.37,0.62,0.72,0.16,0.19,0.47,1.0,0.15,1.0,0.22,0.58,0.18,0.59,0.61,0.37,0.64,0.66,0.75,0.63,0.69,0.77,0.0,0.13,0.0,0.24,1.0,0.99,0.84,0.01,0.04,0.03,0.02,0.99,0.02,0.1,0.11,0.37,0.37,0.37,0.64,0.09,0.45,0.5,0.02,0.64,0.64,0.07,0.59,0.58,0.64,0.39,0.06,0.06,0.08,0.03,0.08,0.1,0.12,0.34,0.3,0.44,0.0,0.0,0.01,0.78,0.62,0.83,0.77,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.16,0.02,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.03
301,1,419.5,47295.5,Northportcity,2,0.01,0.44,0.44,0.64,0.05,0.0,0.47,0.51,0.35,0.38,0.03,1.0,0.26,0.5,0.37,0.38,0.46,0.41,0.52,0.3,0.26,0.31,0.16,0.25,0.18,0.69,0.72,0.03,0.45,0.36,0.46,0.37,0.37,0.44,0.28,0.81,0.35,0.49,0.39,0.38,0.51,0.49,0.49,0.54,0.55,0.48,0.47,0.52,0.56,0.02,0.45,0.0,0.3,0.55,0.45,0.67,0.02,0.04,0.03,0.04,0.96,0.02,0.21,0.2,0.45,0.49,0.4,0.53,0.12,0.42,0.5,0.01,0.86,0.52,0.08,0.62,0.71,0.23,0.28,0.13,0.13,0.12,0.05,0.19,0.23,0.22,0.46,0.23,0.39,0.0,0.0,0.03,0.81,0.53,0.7,0.7,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.03,0.14,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.35
302,13,419.5,47295.5,Daltoncity,2,0.02,0.35,0.21,0.75,0.06,0.12,0.45,0.55,0.4,0.42,0.0,0.0,0.21,0.59,0.13,0.33,0.46,0.32,0.24,0.25,0.35,0.36,0.25,0.11,1.0,0.21,0.28,0.03,0.39,0.71,0.67,0.31,0.35,0.56,1.0,0.21,0.81,0.36,0.77,0.41,0.76,0.79,0.41,0.47,0.48,0.58,0.59,0.65,0.68,0.01,0.16,0.01,0.71,0.88,0.84,0.85,0.27,0.29,0.25,0.23,0.87,0.2,0.22,0.19,0.36,0.35,0.41,0.3,0.2,0.64,0.0,0.04,0.65,0.32,0.1,0.28,0.65,0.86,0.28,0.1,0.12,0.2,0.17,0.21,0.22,0.2,0.26,0.16,0.33,0.03,0.0,0.16,0.63,0.41,0.58,0.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.1,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.25
303,40,419.5,47295.5,Bethanycity,2,0.02,0.42,0.04,0.89,0.09,0.04,0.49,0.5,0.39,0.39,0.03,1.0,0.26,0.61,0.32,0.46,0.43,0.17,0.55,0.28,0.25,0.24,0.3,0.12,0.27,0.18,0.21,0.01,0.22,0.17,0.35,0.31,0.38,0.55,0.23,0.51,0.34,0.39,0.5,0.34,0.64,0.61,0.35,0.59,0.62,0.73,0.58,0.6,0.64,0.0,0.09,0.0,0.37,0.43,0.39,0.4,0.07,0.07,0.06,0.06,0.93,0.04,0.11,0.11,0.37,0.36,0.4,0.57,0.1,0.51,0.5,0.06,0.44,0.58,0.15,0.29,0.52,0.24,0.05,0.09,0.08,0.08,0.19,0.19,0.21,0.22,0.37,0.28,0.21,0.0,0.0,0.08,0.59,0.58,0.73,0.67,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.32,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.06
305,48,419.5,47295.5,Baytowncity,2,0.09,0.54,0.23,0.59,0.04,0.43,0.51,0.56,0.37,0.3,0.1,1.0,0.31,0.61,0.19,0.37,0.37,0.29,0.38,0.3,0.27,0.32,0.2,0.13,0.78,0.2,0.24,0.09,0.42,0.44,0.5,0.22,0.51,0.45,0.47,0.3,0.48,0.27,0.59,0.35,0.59,0.61,0.62,0.6,0.58,0.63,0.57,0.2,0.2,0.03,0.22,0.04,0.29,0.33,0.4,0.47,0.2,0.2,0.22,0.24,0.63,0.3,0.44,0.41,0.58,0.59,0.58,0.46,0.42,0.56,0.0,0.14,0.57,0.47,0.65,0.52,0.6,0.6,0.43,0.07,0.07,0.08,0.21,0.23,0.24,0.24,0.29,0.22,0.33,0.01,0.05,0.29,0.66,0.48,0.7,0.77,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.09,0.17,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.23
306,39,119.0,88084.0,Zanesvillecity,2,0.03,0.35,0.21,0.83,0.01,0.01,0.39,0.45,0.3,0.54,0.0,0.0,0.1,0.26,0.14,0.3,0.69,0.81,0.6,0.12,0.15,0.15,0.19,0.17,0.21,0.19,0.3,0.06,0.69,0.38,0.67,0.13,0.91,0.22,0.61,0.44,0.79,0.27,0.74,0.35,0.74,0.78,0.45,0.32,0.38,0.26,0.49,0.46,0.4,0.02,0.32,0.0,0.29,0.21,0.17,0.3,0.02,0.01,0.01,0.01,0.97,0.02,0.28,0.23,0.36,0.35,0.4,0.45,0.1,0.63,0.0,0.05,0.67,0.46,0.32,0.74,0.04,0.67,0.39,0.03,0.02,0.03,0.08,0.13,0.13,0.12,0.63,0.18,0.37,0.0,0.0,0.02,0.95,0.57,0.87,0.89,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.03,0.21,0.07,3.0,3.0,3.0,3.0,0.0,3.0,0.32
307,34,5.0,49020.0,MountLaureltownship,2,0.03,0.39,0.12,0.86,0.16,0.03,0.28,0.44,0.21,0.31,0.04,0.93,0.65,0.8,0.18,0.69,0.27,0.05,0.39,0.64,0.62,0.6,0.55,0.44,0.79,0.26,0.58,0.0,0.04,0.09,0.15,0.6,0.1,0.74,0.31,0.43,0.15,0.69,0.35,0.33,0.4,0.39,0.42,0.83,0.84,0.93,0.67,0.43,0.54,0.0,0.05,0.01,0.21,0.18,0.26,0.29,0.07,0.05,0.07,0.07,0.89,0.03,0.14,0.14,0.42,0.43,0.27,0.83,0.03,0.51,0.5,0.04,0.77,0.81,0.07,0.24,0.92,0.02,0.11,0.36,0.37,0.37,0.73,0.65,0.66,0.7,0.38,0.53,0.47,0.0,0.0,0.14,0.36,0.43,0.46,0.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.06,0.12,0.2,3.0,3.0,3.0,3.0,0.0,3.0,0.04
308,25,17.0,5070.0,Belmonttown,2,0.02,0.39,0.02,0.94,0.2,0.02,0.24,0.4,0.22,0.58,0.04,1.0,0.69,0.57,0.13,0.83,0.56,0.11,0.58,0.69,0.75,0.73,0.56,0.35,0.46,0.52,0.58,0.01,0.08,0.1,0.12,0.9,0.2,0.54,0.25,0.93,0.07,0.95,0.17,0.53,0.23,0.22,0.43,0.82,0.84,0.93,0.75,0.31,0.38,0.0,0.03,0.02,0.5,0.44,0.47,0.45,0.43,0.34,0.32,0.28,0.72,0.12,0.18,0.16,0.41,0.5,0.3,0.56,0.03,0.44,0.5,0.01,0.91,0.51,0.08,0.39,0.0,0.02,0.07,0.84,0.85,0.86,0.77,0.81,0.93,0.83,0.38,0.41,0.47,0.0,0.0,0.36,0.62,0.76,0.72,0.63,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.44,0.74,3.0,3.0,3.0,3.0,0.0,3.0,0.02
309,29,419.5,47295.5,Arnoldcity,2,0.01,0.53,0.0,0.99,0.02,0.01,0.45,0.52,0.33,0.25,0.03,1.0,0.37,0.71,0.28,0.42,0.36,0.12,0.41,0.33,0.26,0.24,0.16,0.15,0.45,0.22,0.33,0.01,0.13,0.45,0.49,0.13,0.34,0.63,0.44,0.29,0.5,0.26,0.48,0.31,0.51,0.51,0.52,0.69,0.69,0.76,0.62,0.65,0.67,0.0,0.06,0.0,0.15,0.11,0.09,0.08,0.01,0.0,0.0,0.0,0.98,0.02,0.21,0.23,0.58,0.56,0.55,0.76,0.11,0.39,0.5,0.02,0.83,0.76,0.02,0.35,0.6,0.15,0.2,0.14,0.12,0.1,0.31,0.3,0.3,0.34,0.42,0.21,0.25,0.0,0.0,0.01,0.84,0.66,0.59,0.83,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.03,0.14,0.04,3.0,3.0,3.0,3.0,0.0,3.0,0.16
310,34,7.0,26760.0,Gloucestertownship,2,0.07,0.57,0.12,0.87,0.12,0.03,0.42,0.5,0.29,0.25,0.08,0.98,0.49,0.78,0.19,0.48,0.31,0.16,0.39,0.47,0.35,0.34,0.39,0.23,0.38,0.47,0.41,0.02,0.07,0.19,0.31,0.29,0.3,0.65,0.3,0.39,0.32,0.42,0.4,0.4,0.44,0.43,0.63,0.75,0.76,0.83,0.73,0.49,0.49,0.02,0.19,0.01,0.25,0.28,0.32,0.38,0.06,0.06,0.06,0.06,0.91,0.04,0.28,0.28,0.61,0.71,0.28,0.78,0.08,0.36,0.5,0.07,0.73,0.71,0.41,0.83,0.69,0.07,0.15,0.24,0.23,0.23,0.47,0.43,0.44,0.44,0.38,0.59,0.63,0.04,0.0,0.09,0.43,0.63,0.71,0.68,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.07,0.19,0.36,3.0,3.0,3.0,3.0,0.0,3.0,0.12
