,8,419.5,47295.5,Lakewoodcity,1,0.19,0.33,0.02,0.9,0.12,0.17,0.34,0.47,0.29,0.32,0.2,1.1,0.37,0.72,0.34.1,0.6,0.29.1,0.15,0.43,0.39,0.4,0.39.1,0.32.1,0.27,0.27.1,0.36,0.41,0.08,0.19.1,0.1,0.18,0.48,0.27.2,0.68,0.23,0.41.1,0.25,0.52,0.68.1,0.4.1,0.75,0.75.1,0.35,0.55,0.59,0.61,0.56,0.74,0.76,0.04,0.14,0.03,0.24,0.27.3,0.37.1,0.39.2,0.07,0.07.1,0.08.1,0.08.2,0.89,0.06,0.14.1,0.13,0.33.1,0.39.3,0.28,0.55.1,0.09,0.51,0.5,0.21,0.71,0.52.1,0.05,0.26,0.65,0.14.2,0.06.1,0.22,0.19.2,0.18.1,0.36.1,0.35.1,0.38,0.34.2,0.38.1,0.46,0.25.1,0.04.1,0,0.12.1,0.42,0.5.1,0.51.1,0.64,0.03.1,0.13.1,0.96,0.17.1,0.06.2,0.18.2,0.44,0.13.2,0.94,0.93,0.03.2,0.07.2,0.1.1,0.07.3,0.02.1,0.57,0.29.2,0.12.2,0.26.1,0.2.1,0.06.3,0.04.2,0.9.1,0.5.2,0.32.2,0.14.3,0.2.2
104,22,419.5,47295.5,Bogalusacity,1,0.01,0.36,0.68,0.46,0.01,0.01,0.44,0.4,0.25,0.65,0.0,0.0,0.04,0.11,0.32,0.18,0.77,0.87,0.57,0.07,0.1,0.15,0.13,0.09,0.89,0.08,0.3,0.05,0.99,0.61,0.68,0.14,1.0,0.03,0.36,0.61,0.55,0.25,0.66,0.37,0.66,0.69,0.45,0.22,0.21,0.12,0.32,0.44,0.4,0.02,0.56,0.0,0.0,0.0,0.13,0.11,0.0,0.0,0.0,0.0,0.94,0.03,0.24,0.21,0.39,0.33,0.51,0.55,0.18,0.52,0.5,0.04,0.49,0.59,0.33,0.83,0.35,0.73,0.56,0.01,0.02,0.03,0.01,0.04,0.03,0.05,0.91,0.58,0.63,0.0,0.0,0.01,0.79,0.73,0.88,0.86,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.03,0.13,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.44
105,6,419.5,47295.5,SanLuisObispocity,1,0.05,0.35,0.04,0.83,0.31,0.17,0.82,1.0,1.0,0.37,0.07,1.0,0.24,0.6,0.49,0.62,0.38,0.22,0.45,0.38,0.33,0.34,0.22,0.22,0.27,0.23,0.31,0.1,0.73,0.13,0.17,0.56,0.34,0.4,0.11,0.6,0.21,0.49,0.3,1.0,0.43,0.38,0.28,0.55,0.61,0.75,0.5,0.51,0.57,0.01,0.14,0.02,0.41,0.5,0.53,0.53,0.25,0.26,0.25,0.23,0.8,0.11,0.16,0.13,0.34,0.3,0.42,0.26,0.3,0.69,0.0,0.05,0.81,0.3,0.03,0.21,0.63,0.1,0.2,0.65,0.64,0.65,0.49,0.52,0.71,0.5,1.0,0.77,0.1,0.07,0.0,0.25,0.6,0.15,0.17,0.74,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.02,0.38,0.11,3.0,3.0,3.0,3.0,0.0,3.0,0.24
106,42,29.0,83080.0,WestGoshentownship,1,0.01,0.51,0.09,0.9,0.11,0.03,0.34,0.42,0.27,0.35,0.03,1.0,0.65,0.8,0.09,0.69,0.32,0.13,0.34,0.64,0.53,0.52,0.42,0.5,0.37,0.29,0.52,0.0,0.04,0.13,0.16,0.63,0.07,0.74,0.39,0.46,0.25,0.73,0.26,0.4,0.24,0.25,0.53,0.88,0.91,0.89,0.83,0.63,0.66,0.01,0.18,0.0,0.52,0.49,0.44,0.4,0.13,0.11,0.09,0.07,0.92,0.02,0.18,0.18,0.54,0.67,0.21,0.76,0.03,0.32,0.5,0.02,0.83,0.66,0.24,0.17,0.58,0.02,0.03,0.43,0.43,0.4,0.61,0.52,0.53,0.52,0.35,0.45,0.15,0.0,0.0,0.1,0.72,0.67,0.6,0.67,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.03,0.13,0.15,3.0,3.0,3.0,3.0,0.0,3.0,0.09
107,48,419.5,47295.5,ElCampocity,1,0.0,0.49,0.23,0.61,0.02,0.59,0.45,0.44,0.26,0.48,0.0,0.0,0.16,0.47,1.0,0.35,0.59,0.34,0.26,0.18,0.21,0.24,0.13,0.0,0.11,0.28,0.29,0.02,0.58,0.78,0.72,0.18,0.53,0.4,0.33,0.36,0.63,0.22,0.44,0.31,0.42,0.44,0.6,0.62,0.59,0.68,0.56,0.51,0.48,0.0,0.15,0.0,0.28,0.23,0.38,0.48,0.08,0.05,0.08,0.09,0.5,0.29,0.34,0.32,0.53,0.46,0.63,0.49,0.36,0.55,0.5,0.02,0.68,0.54,0.35,0.73,0.44,0.73,0.67,0.05,0.06,0.08,0.12,0.14,0.15,0.15,0.44,0.38,0.5,0.0,0.0,0.11,0.93,0.59,0.87,0.95,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.15,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.26
109,12,419.5,47295.5,BoyntonBeachcity,1,0.06,0.24,0.39,0.66,0.04,0.12,0.2,0.29,0.16,1.0,0.07,1.0,0.28,0.16,0.15,0.59,0.88,0.19,0.73,0.3,0.4,0.46,0.2,0.22,0.36,0.35,0.36,0.04,0.24,0.33,0.46,0.25,0.31,0.26,0.14,0.39,0.23,0.37,0.48,0.28,0.47,0.49,0.23,0.45,0.41,0.57,0.44,0.61,0.67,0.04,0.4,0.04,0.34,0.44,0.46,0.53,0.29,0.34,0.32,0.34,0.73,0.19,0.25,0.21,0.26,0.19,0.45,0.68,0.22,0.83,0.0,0.28,0.1,0.73,0.11,0.29,0.77,0.16,0.19,0.17,0.16,0.16,0.5,0.5,0.54,0.54,0.59,0.59,0.25,0.01,0.03,0.37,0.15,0.48,0.54,0.41,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.25,0.06,3.0,3.0,3.0,3.0,0.0,3.0,0.56
110,42,133.0,83432.0,WestManchestertownship,1,0.01,0.34,0.02,0.97,0.05,0.01,0.3,0.35,0.23,0.59,0.02,0.83,0.34,0.49,0.06,0.7,0.58,0.11,0.68,0.36,0.34,0.33,0.28,0.0,0.16,0.08,0.26,0.0,0.09,0.36,0.42,0.22,0.15,0.51,0.66,0.32,0.53,0.37,0.32,0.24,0.26,0.29,0.29,0.85,0.85,0.87,0.81,0.53,0.71,0.0,0.04,0.0,0.18,0.14,0.11,0.14,0.03,0.02,0.01,0.02,0.94,0.03,0.05,0.06,0.35,0.4,0.17,0.78,0.02,0.42,0.5,0.01,0.88,0.73,0.04,0.26,0.56,0.05,0.11,0.18,0.17,0.15,0.33,0.39,0.4,0.4,0.35,0.39,0.25,0.0,0.0,0.06,0.9,0.69,0.87,0.82,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.06,0.06,0.05,3.0,3.0,3.0,3.0,0.0,3.0,0.05
111,25,5.0,20100.0,Eastontown,1,0.02,0.66,0.03,0.96,0.06,0.01,0.62,0.57,0.49,0.23,0.02,0.74,0.64,0.75,0.41,0.58,0.33,0.18,0.36,0.63,0.48,0.46,0.42,0.54,0.37,0.55,0.52,0.01,0.09,0.09,0.14,0.52,0.26,0.68,0.3,0.55,0.26,0.57,0.23,0.51,0.23,0.24,0.6,0.86,0.86,0.87,0.7,0.52,0.63,0.0,0.09,0.01,0.18,0.26,0.26,0.29,0.05,0.06,0.06,0.06,0.93,0.04,0.26,0.27,0.61,0.66,0.34,0.81,0.04,0.38,0.5,0.01,0.86,0.76,0.08,0.48,0.67,0.07,0.21,0.45,0.45,0.47,0.55,0.65,0.8,0.65,0.4,0.54,0.32,0.0,0.0,0.11,0.83,0.71,0.53,0.82,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.08,0.06,0.18,3.0,3.0,3.0,3.0,0.0,3.0,0.06
113,6,419.5,47295.5,Marysvillecity,1,0.0,0.4,0.1,0.7,0.41,0.2,0.39,0.49,0.31,0.44,0.02,1.0,0.16,0.37,0.64,0.32,0.54,0.9,0.61,0.19,0.23,0.25,0.2,0.11,0.17,0.21,0.3,0.02,0.43,0.31,0.41,0.17,0.8,0.27,0.15,0.52,0.42,0.3,0.9,0.43,0.89,0.92,0.44,0.36,0.38,0.41,0.36,0.12,0.23,0.01,0.4,0.01,0.38,0.6,0.58,0.57,0.19,0.27,0.24,0.21,0.8,0.21,0.27,0.22,0.36,0.35,0.42,0.26,0.27,0.69,0.0,0.01,0.79,0.29,0.54,0.3,0.48,0.4,0.0,0.15,0.14,0.13,0.24,0.24,0.26,0.23,0.6,0.27,0.14,0.14,0.05,0.21,0.55,0.41,0.44,0.69,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.29,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.51
114,34,21.0,80240.0,WestWindsortownship,1,0.01,0.61,0.05,0.73,0.91,0.05,0.41,0.39,0.22,0.15,0.0,0.0,1.0,0.87,0.6,0.83,0.15,0.1,0.19,1.0,0.88,0.92,0.37,0.09,0.51,0.62,0.67,0.0,0.07,0.07,0.07,1.0,0.12,0.68,0.31,0.69,0.05,0.99,0.1,0.32,0.1,0.1,0.64,1.0,1.0,0.95,0.92,0.15,0.27,0.0,0.03,0.02,0.35,0.42,0.49,0.53,0.37,0.39,0.42,0.41,0.66,0.14,0.19,0.21,0.67,0.74,0.42,0.78,0.07,0.28,1.0,0.02,0.68,0.73,0.02,0.24,0.92,0.03,0.21,0.73,0.77,0.76,0.61,0.79,0.98,0.77,0.26,0.66,0.5,0.0,0.0,0.45,0.27,0.3,0.11,0.08,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.07,0.05,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.04
116,42,45.0,47616.0,Marpletownship,1,0.02,0.53,0.02,0.94,0.21,0.01,0.28,0.33,0.22,0.64,0.04,1.0,0.6,0.58,0.37,0.79,0.66,0.11,0.74,0.61,0.52,0.5,0.47,0.0,0.46,0.16,0.44,0.01,0.09,0.19,0.22,0.48,0.09,0.5,0.26,0.57,0.16,0.63,0.14,0.38,0.17,0.16,0.48,0.87,0.87,0.94,0.79,0.3,0.36,0.0,0.02,0.01,0.12,0.15,0.19,0.27,0.07,0.08,0.09,0.12,0.8,0.12,0.2,0.22,0.51,0.55,0.19,0.89,0.04,0.22,0.5,0.01,0.92,0.85,0.0,0.21,0.4,0.02,0.08,0.43,0.41,0.39,0.56,0.53,0.6,0.54,0.56,0.42,0.33,0.0,0.0,0.24,0.81,0.88,0.88,0.89,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.03,0.19,0.21,3.0,3.0,3.0,3.0,0.0,3.0,0.05
118,6,419.5,47295.5,SantaMonicacity,1,0.12,0.07,0.09,0.74,0.39,0.26,0.13,0.34,0.15,0.51,0.14,1.0,0.4,0.49,0.2,0.56,0.37,0.22,0.26,0.55,0.83,0.88,0.36,0.24,0.6,0.36,0.47,0.07,0.24,0.19,0.19,0.71,0.27,0.59,0.19,0.69,0.12,0.81,0.76,0.73,0.81,0.82,0.26,0.52,0.59,0.78,0.37,0.47,0.43,0.04,0.29,0.15,0.27,0.32,0.37,0.43,0.48,0.49,0.52,0.55,0.53,0.3,0.2,0.1,0.05,0.27,0.07,0.12,0.25,0.94,0.0,0.15,0.77,0.08,0.51,0.5,0.4,0.08,0.25,1.0,1.0,1.0,0.43,0.46,0.57,0.42,0.25,0.72,0.17,0.19,0.84,0.75,0.28,0.56,0.77,0.66,0.02,0.17,0.97,0.2,0.05,0.25,0.47,0.17,0.82,0.54,0.24,0.43,0.35,0.48,0.02,0.57,0.17,0.02,0.88,0.3,0.05,0.05,0.68,0.5,0.38,0.28,0.68
119,12,419.5,47295.5,Davietown,1,0.06,0.43,0.08,0.9,0.11,0.18,0.35,0.48,0.27,0.28,0.07,1.0,0.42,0.77,0.13,0.43,0.31,0.13,0.26,0.41,0.4,0.4,0.18,0.35,0.28,0.32,0.48,0.03,0.19,0.15,0.32,0.32,0.26,0.69,0.18,0.32,0.24,0.43,0.63,0.36,0.65,0.66,0.44,0.66,0.67,0.75,0.6,0.49,0.59,0.01,0.17,0.03,0.42,0.42,0.48,0.54,0.32,0.28,0.29,0.3,0.74,0.13,0.16,0.15,0.47,0.47,0.43,0.71,0.2,0.56,0.0,0.1,0.59,0.7,0.22,0.33,0.83,0.18,0.23,0.22,0.24,0.28,0.44,0.46,0.51,0.48,0.49,0.68,0.17,0.0,0.0,0.32,0.25,0.28,0.51,0.53,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.09,0.12,0.03,3.0,3.0,3.0,3.0,0.0,3.0,0.22
120,34,39.0,66060.0,ScotchPlainstownship,1,0.02,0.51,0.22,0.76,0.28,0.05,0.3,0.39,0.23,0.45,0.03,1.0,0.77,0.72,0.59,0.8,0.44,0.09,0.48,0.75,0.76,0.78,0.49,0.7,0.5,0.43,0.63,0.0,0.02,0.15,0.19,0.68,0.19,0.63,0.31,0.54,0.15,0.72,0.19,0.36,0.24,0.22,0.49,0.86,0.85,0.94,0.8,0.4,0.43,0.0,0.05,0.02,0.23,0.25,0.3,0.41,0.18,0.17,0.19,0.23,0.75,0.1,0.18,0.21,0.55,0.59,0.28,0.85,0.04,0.24,0.5,0.01,0.93,0.8,0.19,0.59,0.38,0.02,0.16,0.55,0.54,0.6,0.79,0.7,0.77,0.73,0.33,0.44,0.68,0.0,0.0,0.32,0.59,0.87,0.71,0.74,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.02,0.19,0.42,3.0,3.0,3.0,3.0,0.0,3.0,0.05
123,33,5.0,39300.0,Keenecity,1,0.02,0.45,0.01,0.99,0.03,0.01,0.68,0.64,0.61,0.45,0.0,0.0,0.32,0.58,0.31,0.61,0.51,0.21,0.49,0.36,0.31,0.3,0.04,0.09,0.29,0.28,0.33,0.01,0.2,0.21,0.27,0.46,0.4,0.55,0.45,0.51,0.39,0.44,0.42,0.55,0.46,0.47,0.38,0.62,0.67,0.65,0.72,0.63,0.71,0.01,0.14,0.0,0.17,0.37,0.38,0.37,0.03,0.06,0.06,0.05,0.93,0.03,0.12,0.11,0.36,0.46,0.25,0.54,0.06,0.53,0.5,0.02,0.81,0.49,0.03,0.31,0.31,0.27,0.19,0.27,0.26,0.26,0.37,0.44,0.5,0.43,0.69,0.61,0.75,0.0,0.0,0.07,0.46,0.46,0.52,0.41,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.11,0.05,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.17
124,39,95.0,58730.0,Oregoncity,1,0.01,0.45,0.02,0.96,0.03,0.06,0.44,0.45,0.31,0.48,0.03,1.0,0.38,0.48,0.31,0.49,0.51,0.3,0.7,0.38,0.32,0.3,0.26,0.34,0.82,0.41,0.39,0.01,0.19,0.28,0.41,0.16,0.41,0.44,0.46,0.43,0.54,0.26,0.44,0.35,0.35,0.4,0.48,0.73,0.73,0.74,0.77,0.64,0.54,0.0,0.11,0.0,0.02,0.04,0.11,0.1,0.0,0.01,0.02,0.01,0.9,0.04,0.18,0.18,0.47,0.57,0.21,0.75,0.06,0.41,0.5,0.02,0.79,0.67,0.11,0.44,0.5,0.08,0.17,0.14,0.14,0.14,0.28,0.25,0.23,0.27,0.31,0.17,0.43,0.0,0.0,0.07,0.85,0.73,0.82,0.83,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.08,0.05,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.17
125,42,43.0,45056.0,LowerPaxtontownship,1,0.05,0.33,0.11,0.89,0.08,0.02,0.29,0.43,0.25,0.41,0.06,0.96,0.43,0.72,0.11,0.66,0.36,0.09,0.6,0.43,0.46,0.45,0.39,0.6,0.43,0.31,0.38,0.01,0.06,0.1,0.2,0.43,0.06,0.72,0.19,0.45,0.26,0.59,0.41,0.34,0.42,0.43,0.35,0.74,0.77,0.88,0.78,0.57,0.62,0.01,0.08,0.01,0.27,0.29,0.32,0.37,0.04,0.04,0.04,0.04,0.93,0.02,0.08,0.09,0.34,0.48,0.16,0.62,0.03,0.48,0.5,0.04,0.82,0.53,0.07,0.12,0.65,0.03,0.13,0.19,0.18,0.17,0.47,0.41,0.4,0.4,0.26,0.32,0.19,0.0,0.0,0.06,0.84,0.57,0.64,0.76,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.08,0.12,0.08,3.0,3.0,3.0,3.0,0.0,3.0,0.17
126,6,419.5,47295.5,LomaLindacity,1,0.01,0.56,0.12,0.45,1.0,0.25,0.31,0.58,0.35,0.4,0.03,1.0,0.36,0.63,0.47,0.44,0.36,0.57,0.42,0.35,0.35,0.37,0.39,0.18,0.34,0.31,0.32,0.02,0.3,0.26,0.27,0.69,0.26,0.45,0.12,1.0,0.21,0.75,0.38,0.48,0.52,0.48,0.51,0.61,0.56,0.76,0.57,0.43,0.4,0.0,0.16,0.03,0.37,0.48,0.55,0.62,0.76,0.86,0.89,0.93,0.43,0.39,0.32,0.28,0.46,0.49,0.47,0.32,0.36,0.68,0.0,0.02,0.69,0.32,0.05,0.12,0.75,0.23,0.35,0.34,0.38,0.4,0.42,0.42,0.48,0.42,0.45,0.6,0.36,0.02,0.05,0.87,0.32,0.14,0.31,0.42,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.02,0.21,0.07,3.0,3.0,3.0,3.0,0.0,3.0,0.14
127,6,419.5,47295.5,Watsonvillecity,1,0.03,0.78,0.01,0.31,0.34,1.0,0.46,0.57,0.36,0.39,0.05,1.0,0.27,0.53,0.34,0.36,0.54,0.59,0.5,0.25,0.18,0.26,0.22,0.16,0.31,0.19,0.23,0.04,0.4,1.0,0.83,0.15,0.75,0.46,0.36,0.27,0.61,0.19,0.36,0.48,0.5,0.46,0.9,0.55,0.53,0.68,0.69,0.57,0.5,0.02,0.37,0.07,0.41,0.5,0.52,0.54,1.0,1.0,1.0,0.98,0.0,1.0,1.0,1.0,0.82,0.57,1.0,0.24,1.0,0.82,0.0,0.02,0.83,0.35,0.26,0.51,0.67,0.2,0.59,0.47,0.48,0.48,0.46,0.53,0.62,0.54,0.72,0.83,0.25,0.07,0.06,1.0,0.46,0.41,0.72,0.73,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.44,0.11,3.0,3.0,3.0,3.0,0.0,3.0,0.62
128,39,157.0,22456.0,Dovercity,1,0.0,0.39,0.03,0.98,0.02,0.0,0.3,0.32,0.18,0.62,0.0,0.0,0.27,0.43,0.11,0.52,0.56,0.29,0.61,0.28,0.26,0.24,0.34,0.15,0.93,0.0,1.0,0.01,0.19,0.29,0.37,0.21,0.42,0.34,0.6,0.44,0.55,0.4,0.4,0.21,0.42,0.43,0.37,0.7,0.73,0.83,0.81,0.48,0.5,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.12,0.12,0.37,0.4,0.3,0.71,0.03,0.4,0.5,0.01,0.85,0.69,0.15,0.42,0.21,0.28,0.24,0.09,0.09,0.09,0.18,0.18,0.21,0.17,0.33,0.25,0.19,0.0,0.0,0.05,0.9,0.69,0.87,0.87,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.2,0.02,3.0,3.0,3.0,3.0,0.0,3.0,0.03
129,28,419.5,47295.5,Natchezcity,1,0.02,0.38,0.98,0.22,0.01,0.01,0.44,0.4,0.27,0.58,0.0,0.0,0.09,0.24,0.35,0.31,0.65,0.78,0.49,0.12,0.18,0.32,0.15,0.08,0.37,3.0,0.63,0.05,0.85,0.54,0.54,0.29,0.86,0.19,0.31,0.53,0.37,0.51,0.62,0.44,0.62,0.65,0.49,0.2,0.2,0.13,0.19,0.59,0.5,0.04,0.85,0.0,0.22,0.16,0.13,0.11,0.01,0.0,0.0,0.0,0.98,0.02,0.28,0.24,0.4,0.36,0.47,0.52,0.17,0.46,0.5,0.05,0.52,0.55,0.31,0.68,0.38,0.51,0.55,0.06,0.06,0.08,0.0,0.06,0.11,0.11,0.6,0.44,0.76,0.0,0.0,0.01,0.84,0.7,0.83,0.77,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.12,0.05,3.0,3.0,3.0,3.0,0.0,3.0,0.23
132,6,419.5,47295.5,LaMiradacity,1,0.05,0.71,0.03,0.72,0.51,0.48,0.51,0.52,0.39,0.37,0.06,1.0,0.59,0.68,0.19,0.53,0.47,0.24,0.64,0.54,0.39,0.39,0.3,0.27,0.34,0.41,0.48,0.01,0.09,0.18,0.31,0.27,0.25,0.57,0.53,0.32,0.38,0.39,0.32,0.46,0.39,0.37,0.67,0.79,0.69,0.84,0.73,0.52,0.51,0.01,0.14,0.04,0.3,0.31,0.41,0.46,0.33,0.31,0.36,0.37,0.55,0.24,0.48,0.5,0.72,0.68,0.74,0.8,0.32,0.21,0.5,0.03,0.83,0.81,0.01,0.05,0.42,0.04,0.08,0.59,0.55,0.5,0.71,0.7,0.89,0.74,0.62,0.54,0.15,0.0,0.0,0.47,0.52,0.68,0.76,0.82,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.02,0.43,0.04,3.0,3.0,3.0,3.0,0.0,3.0,0.27
133,34,31.0,13690.0,Cliftoncity,1,0.1,0.34,0.03,0.89,0.21,0.12,0.26,0.37,0.23,0.71,0.11,1.0,0.47,0.49,0.21,0.64,0.7,0.14,0.64,0.5,0.47,0.47,0.35,0.14,0.41,0.39,0.46,0.03,0.11,0.42,0.47,0.32,0.26,0.51,0.54,0.3,0.38,0.42,0.3,0.43,0.3,0.31,0.4,0.76,0.78,0.81,0.74,0.44,0.55,0.01,0.09,0.09,0.25,0.29,0.36,0.39,0.34,0.34,0.39,0.38,0.51,0.26,0.18,0.17,0.37,0.45,0.27,0.57,0.1,0.57,0.0,0.05,0.9,0.52,0.03,0.52,0.17,0.09,0.11,0.51,0.48,0.45,0.44,0.5,0.6,0.52,0.35,0.59,0.58,0.0,0.0,0.57,0.64,0.81,0.76,0.81,0.02,0.18,0.97,0.21,0.06,0.3,0.56,0.18,0.87,0.98,0.0,0.04,0.0,0.02,0.05,0.43,0.05,0.03,0.53,0.32,0.05,0.02,0.75,0.0,1.0,0.12,0.08
134,34,3.0,51660.0,NewMilfordborough,1,0.01,0.41,0.03,0.86,0.43,0.09,0.26,0.38,0.23,0.58,0.03,1.0,0.54,0.64,0.18,0.73,0.58,0.09,0.5,0.58,0.5,0.49,0.48,0.0,0.36,0.45,0.53,0.0,0.04,0.24,0.31,0.41,0.34,0.54,0.32,0.42,0.21,0.52,0.24,0.42,0.25,0.26,0.49,0.83,0.84,0.92,0.69,0.35,0.4,0.0,0.07,0.02,0.19,0.24,0.38,0.46,0.21,0.23,0.33,0.36,0.68,0.15,0.24,0.22,0.44,0.63,0.14,0.67,0.08,0.5,0.5,0.01,0.91,0.55,0.0,0.37,0.27,0.03,0.0,0.6,0.55,0.5,0.47,0.44,0.5,0.42,0.31,0.65,0.96,0.0,0.0,0.46,0.42,0.87,0.85,0.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.58,0.49,3.0,3.0,3.0,3.0,0.0,3.0,0.06
136,6,419.5,47295.5,Campbellcity,1,0.04,0.29,0.04,0.75,0.58,0.2,0.23,0.54,0.28,0.28,0.06,1.0,0.51,0.7,0.15,0.53,0.27,0.28,0.29,0.54,0.54,0.55,0.47,0.29,0.37,0.41,0.5,0.02,0.14,0.11,0.17,0.5,0.16,0.77,0.68,0.31,0.2,0.56,0.76,0.6,0.84,0.83,0.35,0.51,0.53,0.67,0.43,0.6,0.61,0.01,0.19,0.03,0.35,0.47,0.54,0.61,0.3,0.36,0.38,0.39,0.74,0.19,0.2,0.15,0.32,0.37,0.31,0.35,0.27,0.67,0.0,0.03,0.89,0.34,0.34,0.14,0.58,0.04,0.12,0.77,0.75,0.73,0.73,0.69,0.83,0.68,0.54,0.6,0.25,0.0,0.0,0.37,0.5,0.37,0.67,0.68,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.54,0.13,3.0,3.0,3.0,3.0,0.0,3.0,0.16
137,47,419.5,47295.5,UnionCitycity,1,0.0,0.33,0.41,0.67,0.01,0.01,0.47,0.47,0.33,0.56,0.0,0.0,0.15,0.38,0.66,0.3,0.65,0.46,0.38,0.2,0.23,0.27,0.14,0.0,0.07,0.88,0.38,0.02,0.45,0.51,0.61,0.17,0.49,0.35,0.81,0.28,0.84,0.24,0.5,0.3,0.51,0.53,0.37,0.52,0.52,0.7,0.51,0.54,0.54,0.01,0.31,0.0,0.0,0.0,0.37,0.31,0.0,0.0,0.01,0.0,0.99,0.02,0.13,0.13,0.34,0.36,0.35,0.48,0.1,0.57,0.0,0.01,0.74,0.47,0.13,0.57,0.48,0.6,0.26,0.07,0.07,0.08,0.06,0.12,0.12,0.13,0.39,0.3,0.44,0.0,0.0,0.0,0.72,0.63,0.74,0.76,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.02,0.1,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.38
